actor_id,gname,individual,claimed
61,Revolutionary Force Seven,0,1
62,Revolutionary Force Seven,0,-9
63,Seattle Liberation Front,0,1
64,Ejercito de Liberacion Nacional (Bolivia),0,-9
65,Arabs,0,-9
66,Sandinista National Liberation Front (FSLN),0,-9
67,Jewish Defense League (JDL),0,0
68,American Servicemen's Union (ASU),0,-9
69,GAC,0,-9
70,Revolutionary Armed Forces- Argentina (FAR-A),0,-9
71,South Moluccans,0,-9
72,Croatian Nationalists,0,-9
73,SFT,0,-9
74,Jonathan Jackson Brigade,0,-9
75,Peronist Armed Forces (FAP),0,-9
76,White Panther Party,0,0
77,Revolutionary Action Party,0,-9
78,New Year's Gang,0,-9
79,Turkish People's Liberation Army,0,-9
80,Unknown,1,0
81,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),0,-9
82,Palestine Liberation Organization (PLO),0,-9
83,Welsh Extremists,0,-9
84,Protestant extremists,0,-9
85,Siah KAL,0,-9
86,Turkish People's Liberation Front (TPLF)(THKP-C),0,-9
87,Neo-Nazi extremists,0,0
88,Front de Liberation du Quebec (FLQ),0,-9
89,Quartermoon Society,0,-9
90,Students for a Democratic Society (SDS) (German),0,-9
91,Iranians,0,-9
92,Black Liberation Army,0,-9
93,Baader-Meinhof Group,0,-9
94,Armed Commandos of Liberation,0,-9
95,Basque Fatherland and Freedom (ETA),0,-9
96,Armed Revolutionary Independence Movement (MIRA),0,-9
97,Irish Republican Extremists,0,-9
98,Socialist Patients' Collective (SPK),0,-9
99,Revolutionary Committee of Mozambique (COREMO),0,-9
100,Black Liberation Army,0,1
101,Tony El Pelou Band,0,-9
102,Chicano Liberation Front,0,-9
103,BAY Bombers,0,-9
104,Movement of the Revolutionary Left (MIR) (Venezuela),0,-9
105,Puerto Rican Resistance Movement,0,-9
106,Official Irish Republican Army (OIRA),0,-9
107,Ku Klux Klan,0,0
108,Catalan Liberation Front (FAC),0,-9
109,Black Cells,0,-9
110,Secret Cuban Government,0,-9
111,Students,0,-9
112,Jewish Defense League (JDL),0,1
113,RYF,0,-9
114,Chicano Liberation Front,0,0
115,Black Revolutionary Assault Team,0,-9
116,Left-wing extremists,1,0
117,People's Revolutionary Party,0,-9
118,Chicano Radicals,0,0
119,Students for a Democratic Society,0,-9
120,Regulators,0,-9
121,Revolutionary Communist League (LCR) (Spain),0,-9
122,Black Liberation Army,0,0
123,Black September,0,-9
124,Al-Fatah,0,-9
125,Anti-Communist extremists,1,0
126,Iranian extremists,0,-9
127,Sons of Liberty,0,-9
128,Puerto Rican Liberation Front,0,-9
129,2nd of June Movement,0,-9
130,Jewish Armed Resistance,0,-9
131,Jewish Armed Resistance,0,1
132,Sons of Liberty,0,1
133,Comrades in Arms,0,1
134,Secret Army Organization,0,-9
135,Red Hand Commandos,0,-9
136,People's Liberation Army (United States),0,-9
137,Jordanian National Liberation Movement,0,-9
138,Ulster Freedom Fighters (UFF),0,-9
139,Young Cuba,0,-9
140,Turkish Leftists,0,-9
141,Comite Argentino de Lucha Anti-Imperialisto,0,-9
142,Mujahedin-e Khalq (MEK),0,-9
143,Red Flag (Venezuela),0,-9
144,National Front for the Liberation of Cuba (FLNC),0,-9
145,OPR-33,0,-9
146,Puerto Rican Revolutionary Movement,0,1
147,Popular Revolutionary Resistance Group,0,-9
148,Black September,0,1
149,"Masada, Action and Defense Movement",0,-9
150,Iberian Liberation Movement (MIL),0,-9
151,National Liberation Army of Colombia (ELN),0,-9
152,National Integration Front (FIN),0,-9
153,"Resistance, Liberation and Independence Organization (AAA)",0,-9
154,Secret Cuban Government,0,1
155,Republic of New Afrika,0,1
156,Red June of 14 June,0,-9
157,Popular Liberation Army (EPL),0,-9
158,Republic of New Afrika,0,0
159,Black Muslims,0,0
160,Coalition of National Brigades,0,-9
161,Armenians,0,-9
162,International Revolutionary Action Group (GARI),0,-9
163,Black December,0,-9
164,American Indian Movement,0,0
165,Black September,0,0
166,Greek Anti-Dictatorial Youth (EAN),0,-9
167,Front for Armenian Liberation,0,-9
168,Shan Insurgents,0,-9
169,National Youth Resistance Organization,0,-9
170,Revolutionary Patriotic Anti-Fascist Front (FRAP),0,-9
171,Revolutionary Student Front,0,-9
172,Zero Point,0,-9
173,Black Muslims,0,-9
174,White extremists,1,0
175,Armed Proletarian Nuclei (NAP),0,-9
176,Red Cell,0,-9
177,Proletarian Action Group,0,-9
178,Lebanese Socialist Revolutionary Organization,0,-9
179,Zebra killers,0,0
180,Armenian Group,0,-9
181,Symbionese Liberation Army (SLA),0,-9
182,Revolutionary Cells,0,-9
183,Revolutionary Peoples Army,0,-9
184,Red Brigades,0,-9
185,Muslim Guerrillas,0,-9
186,Breton Liberation Front (FLB),0,-9
187,People's Resistance Organized Army,0,-9
188,Americans for Justice,0,1
189,People's Liberation Army (Mexico),0,-9
190,Corsican National Liberation Front (FLNC),0,-9
191,Secret Organization Zero,0,-9
192,Justice Guerrillas,0,-9
193,National Liberation Front of Chad,0,-9
194,RVA,0,-9
195,People's Revolutionary Army (ERP) (El Salvador),0,-9
196,Democratic Front for the Liberation of Palestine (DFLP),0,-9
197,Black Order,0,-9
198,Revolutionary Arab Youth Organization,0,-9
199,Organization of the Sons of Occupied Territories,0,-9
200,Krause Group,0,-9
201,Popular Resistance Sabotage Group,0,-9
202,Jewish Extremists,0,0
203,Fuerzas Armadas de Liberacion Nacional (FALN),0,-9
204,Anti-Government extremists,1,-9
205,M-7,0,-9
206,Anti-Government extremists,1,1
207,Unknown,1,-9
208,Arab Communist Organization,0,-9
209,Korean Youth League,0,-9
210,Condor,0,-9
211,M12J,0,-9
212,Fuerzas Armadas de Liberacion Nacional (FALN),0,1
213,Argentine Anticommunist Alliance (AAA),0,-9
214,Protestant Action Group,0,-9
215,Red Flag,0,-9
216,Cuban C-4 Movement,0,-9
217,United Popular Liberation Army of America,0,-9
218,Maruseido (Marxist Youth League),0,-9
219,Revolutionary Vanguard,0,-9
220,Latin America Anti-Communist Army (LAACA),0,1
221,Youth Action Group,0,-9
222,Irish Republican Army (IRA),0,1
223,Raul Sendic International Brigade,0,-9
224,Cuban Exiles,0,-9
225,First of October Antifascist Resistance Group (GRAPO),0,-9
226,Ananda Marga,0,0
227,Armenian Secret Army for the Liberation of Armenia,0,-9
228,Maskini Liberation Front,0,-9
229,Omega-7,0,-9
230,Continental Revolutionary Army,0,-9
231,National Socialist Liberation Front,0,-9
232,International Revolutionary Solidarity,0,-9
233,Prisoner  Gourgen Yanikian Group,0,-9
234,National Awami Party,0,-9
235,New Order- France,0,-9
236,Movement for Cuban Justice (Pragmatistas),0,-9
237,Irish National Liberation Army (INLA),0,-9
238,Cuban Exiles,0,1
239,East Asia Anti Japanese Armed Front,0,-9
240,National Organization of Cypriot Fighters (EOKA),0,-9
241,Canary Islands Independence Movement,0,-9
242,Revolutionary Armed Forces of Colombia (FARC),0,-9
243,Sixth of March Group,0,-9
244,Mahir Cayan Suicide Group,0,-9
245,Front for the Liberation of the French Somali Coast,0,-9
246,Red Guerilla Family,0,-9
247,Jewish Extremists,0,-9
248,Charles Martel Group,0,-9
249,Phalange,0,0
250,People's Liberation Army (Northern Ireland),0,-9
251,Meinhof-Puig-Antich Group,0,-9
252,The Scorpion,0,-9
253,People's Revolutionary Party (Tanzania),0,-9
254,Nationalist Intervention Group,0,-9
255,George Jackson Brigade,0,-9
256,Anti-Terrorism ETA (ATE),0,-9
257,Movement of the Revolutionary Left (MIR) (Peru),0,-9
258,Tribal Thumb,0,-9
259,Okinawa Liberation League,0,-9
260,Moro National Liberation Front (MNLF),0,-9
261,Liberation Tigers of Tamil Eelam (LTTE),0,-9
262,Fronte Paesanu Corsu di Liberazione (FPCL),0,-9
263,George Jackson Brigade,0,0
264,South-West Africa People's Organization (SWAPO),0,-9
265,Neo-Nazi extremists,0,-9
266,Soldiers of the Algerian Opposition,0,-9
267,Communist Party of Malaysia- Marxist-Leninist,0,-9
268,Republican Action Force,0,-9
269,Supporters of Charles Manson,1,0
270,Revolutionary Internationalist Solidarity,0,-9
271,Army for Freeing Scotland,0,-9
272,Left-wing extremists,0,-9
273,Military Liberation Front of Colombia,0,-9
274,United Freedom Front (UFF),0,0
275,Armed Nucleus for Popular Autonomy,0,-9
276,Commando 27 September,0,-9
277,Youth of the Star,0,-9
278,Justice Commandos for the Armenian Genocide,0,-9
279,Guerrilla Army of the Poor (EGP),0,-9
280,South Moluccans,0,1
281,Portuguese Liberation Army,0,-9
282,League of the 18,0,-9
283,Polisario Front,0,-9
284,New World Liberation Front (NWLF),0,0
285,Coup plotters,0,0
286,M-19 (Movement of April 19),0,-9
287,Revolutionary Command,0,-9
288,United Liberation Front for the New Algeria,0,-9
289,Revolutionary People's Struggle (ELA),0,-9
290,Coordination of the United Revolutionary Organization (CORU),0,-9
291,New World Liberation Front (NWLF),0,1
292,Armed Communist Struggle,0,-9
293,Cuban extremists,1,-9
294,Armed Communist Formations,0,-9
295,Portuguese Anti-Communist Movement,0,-9
296,United Freedom Front (UFF),0,-9
297,Continuous Struggle,0,-9
298,Armenian Group,0,0
299,Tigray Peoples Liberation Front (TPLF),0,-9
300,Combat Territory Groups,0,-9
301,Fred Hampton Unit of the People's Forces,0,-9
302,Save Our Israel Land,0,1
303,Muslim Rebels,0,-9
304,Commando Heinz Neumann,0,-9
305,Jewish Extremists,0,1
306,Proletarian Resistance Movement,0,-9
307,Fuerzas Armadas de Liberacion Nacional (FALN),0,0
308,Communist Combat Unit,0,-9
309,Socialist Labor Party of Lebanon,0,-9
310,Political Military Organization of Paraguay,0,-9
311,Armed Forces of National Resistance (FARN),0,-9
312,Fred Hampton Unit of the People's Forces,0,0
313,Revolutionary Workers Party of Bolivia (PRTB),0,-9
314,Italian Social Movement (MSI),0,-9
315,Movement of the Revolutionary Left (MIR) (Chile),0,-9
316,Roberto Santucho Revolutionary Group,0,-9
317,Che Guevara Brigade,0,-9
318,Cypriot,0,-9
319,Prolitarian Internationalism,0,-9
320,Anti-Castro Command,0,-9
321,Brazilian Anti-Communist Alliance (AAB),0,-9
322,Union Guerrera Blanca (UGB),0,-9
323,Croatian Freedom Fighters,0,-9
324,Anti-Zionist Commandos,0,-9
325,Abu Nidal Organization (ANO),0,-9
326,Cuban Secret Army,0,-9
327,Save Our Israel Land,0,-9
328,Rezi Rezai International Brigades,0,-9
329,Commandos Against Self Destruction of the Universe,0,-9
330,Workers Power,0,-9
331,Communist Fighting Unit,0,-9
332,Prima Linea,0,-9
333,African National Congress (South Africa),0,-9
334,Independent Armed Revolutionary Commandos (CRIA),0,1
335,May 19 Communist Order,0,0
336,Communist Brigade Dante Dimani,0,-9
337,Palestine Liberation Organization (PLO),0,1
338,Waltraud Boock Group,0,-9
339,November 17 Revolutionary Organization (N17RO),0,-9
340,Communists,0,-9
341,Organization of Anti-Fascist Students,0,-9
342,Kurdish Democratic Party-Iraq (KDP),0,-9
343,Military Council for the True Liberation of Albania,0,-9
344,AGEL,0,-9
345,Tribal Battlefront,0,-9
346,Basque Rectitudes,0,-9
347,Armed Proletarian Power,0,-9
348,Lolita Lebron Puerto Rican Liberation Command,0,1
349,New Partisans Movement,0,-9
350,Front for the Liberation of the Enclave of Cabinda (FLEC),0,-9
351,Anti-Government Group,0,-9
352,Independent Armed Revolutionary Commandos (CRIA),0,-9
353,Arya,0,-9
354,Revolutionary Workers Party,0,-9
355,Falangist Security Group,0,-9
356,New Order,0,-9
357,Armed Struggle for Communism,0,-9
358,Communist Brigades,0,-9
359,Armed Squads for Communism,0,-9
360,Anti-Abortion extremists,0,0
361,African-American extremists,1,1
362,Hanafi Muslims,0,-9
363,Combat Brigades,0,-9
364,Front For the Liberation of the Azores,0,-9
365,Somali Guerrillas,0,-9
366,Marxist-Leninist Armed Propaganda Unit,0,-9
367,Revolutionary Action,0,-9
368,Soviet and Cuban-backed rebels/mercenaries,0,-9
369,Falange,0,-9
370,Revolutionary Commandos of Solidarity,0,-9
371,Action Front for the Liberation of the Baltic Countries,0,-9
372,Committee for the Defense of Italian Workers in France,0,-9
373,People's Liberation Forces (FPL),0,-9
374,Rote Zora,0,-9
375,Environmental Life Force,0,-9
376,Fighters for Communism,0,-9
377,George Jackson Brigade,0,1
378,Luis Boitel Commandos,0,-9
379,28 May Armenian Organization,0,-9
380,Kentavros,0,-9
381,Sanidila Secessionist Movement,0,-9
382,Communist Fighters Group,0,-9
383,Armed Brigades,0,-9
384,Gay Liberation Front,0,-9
385,Communist Progress,0,-9
386,Solidarist Resistance Movement,0,-9
387,Pattani United Liberation Organization (PULO),0,-9
388,Red Guerrilla,0,-9
389,Fighting Workers for Communism,0,-9
390,Armed Communist Nucleus,0,-9
391,Combatent Communists,0,-9
392,Communist Fighting Nuclei,0,-9
393,Armed Radical Groups for Communism,0,-9
394,Armed Groups for Communism,0,-9
395,Worker Counterpower,0,-9
396,Proletarian Patrols,0,-9
397,Pedro Leon Arboleda (PLA),0,-9
398,Armed Proletarian Groups for Communism,0,-9
399,Vyborg Brigade,0,-9
400,Avengers of Peiper Group,0,-9
401,Territorial Communist Units,0,-9
402,Proletarian Fighting Brigades,0,-9
403,Union of the People (UDP),0,-9
404,Revolutionary Action Front,0,-9
405,Tonino Micciche Workers Nucleus,0,-9
406,Organized Proletarian Communists,0,-9
407,Nucleus of the Armed Struggle,0,-9
408,Commando Adolph Hitler,0,-9
409,Universal Liberation Front,0,-9
410,Young Brigade of Navarro,0,-9
411,Revolutionary Commandos of the People (CRP),0,-9
412,Red Army Faction (RAF),0,-9
413,Armed Fighting Nucleus For Communism,0,-9
414,Armed Struggle for Proletarian Power,0,-9
415,Armed Communist Commando,0,-9
416,Fighting Nucleus for Communism,0,-9
417,Communist Armed Nucleus,0,-9
418,Universal Proutist Revolutionary Federation,0,-9
419,Fighting Communist Front,0,-9
420,Breton Separatists,0,-9
421,Combat Nucleus of Communist Unity,0,-9
422,Fighting Proletarian Squads,0,-9
423,Afar rebels,0,-9
424,Free Aceh Movement (GAM),0,-9
425,Greek National Socialist Organization,0,-9
426,Delta Group,0,-9
427,Armed Workers Squads,0,-9
428,Armed Nucleus of Communist Workers,0,-9
429,Proletarian Armed Squads,0,-9
430,Armed Proletarian Patrols,0,-9
431,Radical Communist Armed Nucleus,0,-9
432,Armed Commandos in the Fighting Army of Mario Zichieri,0,-9
433,Guerrillas of Christ the King,0,-9
434,Confederation of Iranian Students/National Union (CISNU),0,-9
435,Armed Fight for Communism,0,-9
436,Khristos Kasimis,0,-9
437,Communist Fighting Corunim- Maria Anna Maria,0,-9
438,"Worker Autonomy, Continuous Struggle",0,-9
439,Fanatical Ecologists,0,-9
440,Popular Revolutionary Movement (Colombia),0,-9
441,Fighting Popular Rally,0,-9
442,PORE,0,-9
443,Christ Chaos,0,-9
444,Committee of action against bull fights,0,-9
445,28th of December Group,0,-9
446,Armed Revolutionary Groups,0,-9
447,Arab Revolutionary Army,0,-9
448,International Communist Brigade,0,-9
449,Armed Revolutionary Nuclei (NAR),0,-9
450,Armed Nuclei for Territorial Counterpower,0,-9
451,Southern Nucleus of Communist Counterpower,0,-9
452,Iberian Anarchist Federation,0,-9
453,Anti Shah of Iran,0,-9
454,Breton Terrorist,0,-9
455,Zimbabwe African Nationalist Union (ZANU),0,-9
456,Anti-Imperialist Fighters for a Free Palestine,0,-9
457,Catalan independence group,0,-9
458,Begumcans Cell,0,-9
459,Argentine Youths for Sovereignty,0,-9
460,Revolutionary Workers' Council (Kakurokyo),0,-9
461,Popular Revolutionary Bloc (BPR),0,-9
462,Latin America Anti-Communist Army (LAACA),0,-9
463,Ananda Marga,0,-9
464,Revolutionary Commandos of the People (CRP),0,1
465,Revolutionary Communist Party,0,-9
466,Jewish Committee of Concern,0,-9
467,Anti-Castro Group,0,-9
468,Communist Fighters Association,0,-9
469,Armed Proletarian Squads,0,-9
470,Anti-Israeli extremists,1,1
471,Aryan Brotherhood,0,-9
472,Autonomous Students,0,-9
473,Anti-Imperialistic Communist Revolutionaries,0,-9
474,Communist Fighting Detachments,0,-9
475,Fuerza Nueva,0,-9
476,Armed Workers Nuclei,0,-9
477,Armed Womens Nuclei,0,-9
478,Armed Proletarian Group,0,-9
479,Armed Fight for Workers Power,0,-9
480,Fighting Women,0,-9
481,Armed Nuclei for Communism,0,-9
482,Commandos for the Defense of Western Civilization,0,-9
483,Proletarian Nucleus,0,-9
484,Marxist Resistance Movement,0,-9
485,Trinitarians,0,-9
486,Airport Protesters,0,-9
487,Column 88,0,-9
488,Independent Peasants Union,0,-9
489,Red Tribune,0,-9
490,Syndicalist Action Groups,0,-9
491,Front for the National Liberation of Puerto Rico,0,-9
492,Red Flying Squad,0,-9
493,Communist Anti-Imperialistic Revolutionaries,0,-9
494,Abstentionist Brigades,0,-9
495,Falangist Vanguard,0,-9
496,Unified Workers Command,0,-9
497,Chukakuha (Middle Core Faction),0,-9
498,Left-Wing Terrorists,0,-9
499,Armed Proletarian Formations,0,-9
500,Irian Jaya Rebels,0,-9
501,Supporters of presidential candidate Belisario Bet,0,-9
502,Revolutionary Army,0,-9
503,Anti-Technology extremists,1,-9
504,Action Group for Communism,0,-9
505,Phalange,0,-9
506,Front of French National Liberation,0,-9
507,Zimbabwe African People's Union,0,-9
508,Revolutionary Anarchist Armed Terrorist Movement,0,-9
509,Death Squad,0,-9
510,AFB,0,-9
511,Anti-Imperialist Students Council,0,-9
512,Brigadas Rojas,0,-9
513,Ahmad Jibril,0,-9
514,Shining Path (SL),0,-9
515,Macheteros,0,1
516,Khmer Rouge,0,-9
517,Peruvian Anti-Communist Alliance (AAP),0,-9
518,Revolutionary Commandos of the People (CRP),0,0
519,Zimbabwe Guerrillas,0,-9
520,Mano Blanca,0,-9
521,Zimbabwe People's Army (ZIPA),0,-9
522,Broad Commando of National Liberation,0,-9
523,Guatemalan Labor Party (PGT),0,-9
524,Otpor,0,-9
525,International Anti-Communist Intelligence Service,0,-9
526,Right-Wing Group,0,-9
527,Red Guard,0,-9
528,Red Resistance Front,0,-9
529,Idealist Association,0,-9
530,Secret Anti-Communist Army (ESA),0,-9
531,United Popular Action Front (FAPU),0,-9
532,National Union for the Total Independence of Angola (UNITA),0,-9
533,Proletarian Combatants for Communism,0,-9
534,Muslims,0,-9
535,People's Armed Revolutionary Branch,0,-9
536,New Jewish Defense League,0,-9
537,Communist Attack Brigades,0,-9
538,Farabundo Marti National Liberation Front (FMLN),0,-9
539,People's Temple,0,0
540,Lebanese Free Will Movement,0,-9
541,Guerrillas,0,-9
542,International Mercenary Brigade,0,-9
543,Right Wing Christian extremists,0,-9
544,ATALA,0,-9
545,Workers' Self-Defense Movement (MAO),0,-9
546,New Armenian Resistance,0,-9
547,Terrorists,0,-9
548,Armed Anti-Imperialist Movement,0,-9
549,Miguel Angel Cabrera Command,0,-9
550,Macheteros,0,-9
551,American Anticommunist Association (AAA),0,-9
552,Corsican Nationalists,0,-9
553,Zimbabwe Patriotic Front,0,-9
554,Combatant Nucleus for Communism,0,-9
555,National Defense Youth Corps,0,-9
556,Combatant Communist Front,0,-9
557,Basque terrorists,0,-9
558,Workers' Organization for Communism,0,-9
559,Spanish Basque Battalion (BBE) (rightist),0,-9
560,Politico-Military Revolutionary Command,0,-9
561,Cambodian National Front for National Salvation,0,-9
562,People's Army (Myanmar),0,-9
563,Shan State Progressive Party,0,-9
564,People's Army (Nicaragua),0,-9
565,Organized Comrads for Communism,0,-9
566,Naga People,0,-9
567,Rhodesian guerillas,0,-9
568,Shia Muslim extremists,0,-9
569,Guards of the Fighting Proletariat,0,-9
570,Fighting Communist Unit,0,-9
571,Armed Action Force (FADA),0,-9
572,January 22,0,-9
573,Armed Proletariat Fighting Squad,0,-9
574,Save Uganda Movement,0,-9
575,Autonomous Groups,0,-9
576,Fighters for the Liberation of the Turkish People,0,-9
577,ROSADO-SOTO Command,0,-9
578,Abd al-Krim Commandos,0,-9
579,Fedayeen Khalq (People's Commandos),0,-9
580,Communist Party of Thailand,0,-9
581,Corsican Separatists,0,-9
582,Communist Territorial Unit,0,-9
583,Death Squad of Organization Zero (Organizacion Cero),0,-9
584,Spanish International Communist Party,0,-9
585,Croatian Nationalists,0,0
586,Anti-Soviet protest group,0,-9
587,Unk Iranian Guerrillas,0,-9
588,Patriotic Moroccan Front,0,-9
589,Subversives,0,-9
590,Organized Comrades for Feminist Counter-Power,0,-9
591,Karen National Union,0,-9
592,Francia,0,-9
593,Justice Party,0,-9
594,Wild Cats,0,-9
595,People's Military Organization (OMP),0,-9
596,Mozambique National Resistance Movement (MNR),0,-9
597,Turkish Revolutionaries,0,-9
598,Autonomous Intervention Collective Against the Zionist Presence in France,0,-9
599,Palestinian Students,0,-9
600,Dainihon Yokuko Doshikai,0,-9
601,Right-wing extremists,0,-9
602,Thai Communists,0,-9
603,Eagles of the Palestinian Revolution,0,-9
604,Fire Group,0,-9
605,Syrian Social Nationalist Party,0,-9
606,Black March,0,-9
607,Policarpa Salauarpieta (Women's Command),0,-9
608,Free Lebanon,0,-9
609,Jewish Combat Organization,0,-9
610,Extremists,0,-9
611,Communist Territorial Nuclei,0,-9
612,Palestine Liberation Front (PLF),0,-9
613,Forqan Group,0,-9
614,Meitei extremists,0,-9
615,Greek Popular Resistance,0,-9
616,League of French Fighters Against Jewish Occupation,0,-9
617,Coordination for Revolutionary Action (CAR),0,-9
618,Villagers,0,-9
619,Proletarian Fighting Patrol,0,-9
620,Lesotho Liberation Army (LLA),0,-9
621,Left-Wing Demonstrators,0,-9
622,Communist Nuclei of Counter Power,0,-9
623,Popular Revolutionary Movement (Italy),0,-9
624,Left-Wing Guerrillas,0,-9
625,Territorial Communist Command,0,-9
626,Hawaiian extremists,1,0
627,Territorial Cells for Boycotting the Elections,0,-9
628,Ecology and Antinuclear Revolutionary Party (CRAE),0,-9
629,Anti-Government Guerrillas,0,-9
630,International Committee Against Nazism,0,-9
631,Colombians,0,-9
632,Pan Africanist Congress (PAC),0,-9
633,The Jewish Execution with Silence,0,-9
634,Mizo National Front,0,-9
635,Territorial Resistance Army,0,-9
636,Muslim Brotherhood,0,-9
637,Serbian Nationalists,0,-9
638,Radicals,0,-9
639,Republican People's Party,0,-9
640,Supporter of Bhutto,0,-9
641,Basque Justice,0,-9
642,Black Wednesday,0,-9
643,Arab Separatists,0,-9
644,Opponents of Regime,0,-9
645,Unk (men in army uniforms with arms and gas masks),0,-9
646,Autonomy-Seeking Arabs,0,-9
647,Dev Sol,0,-9
648,Armed Subversives,0,-9
649,Popular Movement for the Liberation of Cabinda,0,-9
650,Spanish National Action,0,-9
651,Support for Refugees (Appui aux Refugies),0,-9
652,Arab Liberation Front (ALF),0,-9
653,Iraqi Communists,0,-9
654,July 14 Movement,0,-9
655,Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar),0,-9
656,Fighting Communists,0,-9
657,Organization of Avenging Palestinian Youth,0,-9
658,Personnel of the National Information Center,0,-9
659,Naxalites,0,-9
660,Tyrolean Defense League,0,-9
661,Muslim extremists,0,-9
662,Colombian Guerrillas,0,-9
663,Autonomous Group for Armed Action,0,-9
664,Revolutionary Organization of People in Arms (ORPA),0,-9
665,Honour of the Police,0,-9
666,Central American Revolutionary Workers Party (PRTC),0,-9
667,People's Liberation Army (India),0,-9
668,Ethiopian People's Revolutionary Party,0,-9
669,Martyrs revenge organization,0,-9
670,Right Wing Lebanese Militiamen,0,-9
671,Italian Extreme Nationalist Organization,0,-9
672,Communist Fighting Front,0,-9
673,Kurdish Rebels,0,-9
674,Armed Forces of Popular Resistance (FARP),0,-9
675,Pro-Palestinian Group,0,-9
676,Separatist Arab Guerrillas,0,-9
677,Revolutionary Road,0,-9
678,Kurdish Marxist Separatists,0,-9
679,Patriotic Liberation Front (FPL),0,-9
680,Movement of the Revolutionary Left (MIR) (Bolivia),0,-9
681,RIF Popular Front,0,-9
682,Autonomous Anarchist Groups,0,-9
683,Urban Guerrillas,0,-9
684,East Side Action Committee,0,-9
685,Union of the Peoples of the Arabian Peninsula,0,-9
686,Barzani Guerrillas,0,-9
687,Mob,0,-9
688,Spanish Armed Group,0,-9
689,Ukrainian nationalists,0,-9
690,Proletarian Division for the Army of Communist Liberation,0,-9
691,February 28 Popular League (El Salvador),0,-9
692,Croatian Freedom Fighters,0,1
693,Muslim Liberation Front,0,-9
694,Puerto Rican Nationalists,0,-9
695,Anti-Marxist Commando,0,-9
696,Maoists,0,-9
697,Counter-revolutionaries,0,-9
698,The Great Serpent,0,-9
699,Commando 15th October,0,-9
700,Communist Hunters Command (CCC),0,-9
701,People's Path,0,-9
702,Unione di u Populu Corsu (UPC),0,-9
703,Union Du People Corse,0,-9
704,French Liberation Front,0,-9
705,Neo-Fascists,0,-9
706,Organization for the Liberation of France from Jewish Occupation,0,-9
707,Party of National Conciliation,0,-9
708,May 15 Organization for the Liberation of Palestine,0,-9
709,Sons of the South (Shiite Muslim Group),0,-9
710,Black American Moslems,0,-9
711,Autonomy (Italy),0,-9
712,Action Squad,0,1
713,Tunisian Armed Resistance,0,-9
714,Catalonian Resistance,0,-9
715,Front for the Liberation of Lebanon from Foreigners,0,-9
716,Peasant Militants,0,-9
717,Separatists,0,-9
718,Autonomous Revolutionary Brigade,0,-9
719,East Timorese extremists,0,-9
720,Revolutionary Student Brigade,0,-9
721,Strikers,0,-9
722,Left-Wing Workers,0,-9
723,Sandinistas,0,-9
724,15th of September Liberation Legion,0,-9
725,Left-Wing Militants,0,-9
726,Qaddafi loyalists,0,-9
